Product name,Price_per_unit,Rating,Rating_count,1 star count,2 star count,3 star count,4 star count,5 star count,Similar_product_1,Similar_product_price_1,Similar_product_2,Similar_product_price_2,Similar_product_3,Similar_product_price_3,Similar_product_4,Similar_product_price_4,Similar_product_5,Similar_product_price_5,Pros,Cons,product recommendation,recommendation_count,recommendation_percent
Hirsch Horizon Bourbon 750ml,35.99,5.0,4,0,0,0,0,4,,,,,,,,,,,,,,,
Compass Box The Peat Monster 750ml,54.99,4.3,23,1,0,2,7,13,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Val Do Sosego Albarino Rias Baixas 750ml,16.99,"Castello Meleto Borgaio Rosso di Toscana, 2019 750ml",11.99,Handy & Schiller Manhattan Cocktail 750ml,38.49,Intruso Jumilla Monastrell Organic 750ml,12.99,"{'satisfaction': '3 reviews', 'value': '3 reviews', 'comfort': '2 reviews'}",,15 out of 17 (88%) of reviewers would recommend this product to a friend.,15,88%
Johnnie Walker Black Jane Walker 10 Year 750ml,39.99,4.5,17,0,1,1,4,11,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,Salmon Sancerre Vieilles Vignes 750ml,32.99,"Amici Pinot Noir Russian River Valley, 2018 750ml",39.99,{'blending': '3 reviews'},,6 out of 6 (100%) of reviewers would recommend this product to a friend.,6,100
1792 Full Proof Bourbon 750ml,42.99,4.4,12,1,0,0,3,8,Bib & Tucker 6 Year Bourbon 750ml,52.99,,,,,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,"Sextant Cabernet Sauvignon Paso Robles, 2018 750ml",18.99,"{'smooth': '5 reviews', 'price': '2 reviews'}",,8 out of 12 (67%) of reviewers would recommend this product to a friend.,8,67%
Old Pulteney 12 Year 750ml,38.99,4.1,24,0,2,3,9,10,Glen Fohdry 12yr Speyside Single Malt 750ml,39.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2019 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,"{'enjoyment': '5 reviews', 'price': '5 reviews', 'satisfaction': '2 reviews'}",,16 out of 20 (80%) of reviewers would recommend this product to a friend.,16,80%
Wilderness Trail Black Label Small Batch Bourbon 750ml,39.99,4.3,4,0,0,1,1,2,Stellum Bourbon Whiskey 750ml,54.99,Redemption Wheated Bourbon 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2019 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,{'satisfaction': '2 reviews'},,3 out of 3 (100%) of reviewers would recommend this product to a friend.,3,100
Ultimate Whiskey Set,39.99,4.0,4,1,0,0,0,3,Corkcicle Whiskey Wedge,24.99,Tovolo - Sphere Ice Molds S/2,10.99,On the Rocks Glass & Ice Ball,19.99,HOST Freeze Cooling Whisky Glasses,24.99,Viski Admiral Crystal Glasses,24.99,,,,,
The Busker Single Pot Irish Whiskey 750ml,27.49,5.0,2,0,0,0,0,2,Redemption High Rye Bourbon 750ml,27.99,Grangestone Madeira Finish 750ml,31.99,Kavanagh Single Malt Irish Whiskey 750ml,26.99,Dunville's Three Crowns Sherry Finished Irish Whiskey 750ml,34.99,Kavanagh Toasted French Oak Finish Irish Whiskey 750ml,29.99,,,,,
Basil Hayden'S Kentucky Straight Bourbon Whiskey 1.75l,76.99,4.6,372,10,2,18,49,293,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,De Margerie Grand Cru Brut 750ml,44.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"{'price': '28 reviews', 'satisfaction': '22 reviews'}",,118 out of 137 (86%) of reviewers would recommend this product to a friend.,118.0,86%
Yellow Rose Blended Whiskey 750ml,28.49,4.9,14,0,0,0,1,13,Olema Cabernet Sauvignon Sonoma County 750ml,24.99,Wolcott Kentucky Straight Bourbon 750ml,26.99,Winchester KY Double Oak Bourbon Whiskey 750ml,26.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,{'flavor': '2 reviews'},,7 out of 7 (100%) of reviewers would recommend this product to a friend.,7.0,100
Wyoming Whiskey Outryder 750ml,59.99,4.5,6,0,0,1,1,4,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Masterson's Rye Whiskey 10 Year 750ml,77.99,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"Line Shack Cabernet Sauvignon San Antonio Valley, 2018 750ml",14.99,Fee Brothers Old Fashioned Bitters 4oz,,{'satisfaction': '2 reviews'},,4 out of 4 (100%) of reviewers would recommend this product to a friend.,4.0,100
Slow & Low Rock & Rye Whiskey Cans 4pk-100ml,19.99,4.7,3,0,0,0,1,2,Luxardo Maraschino Cherries 14.1oz,21.99,The Perfect Cocktail Old Fashioned Pack,23.49,Royale Orange 750ml,24.99,"Carmen Gran Reserva Cabernet Sauvignon, 2018 750ml",17.99,Samuel Robert Winery Pinot Noir Vintner's Reserve Willamette 750ml,15.99,,,,,
Longhorn 100% Straight Texas Corn Whiskey 750ml,24.99,2.8,5,1,2,0,1,1,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Longhorn Straight Texas Rye Whiskey 750ml,26.99,Tower Vodka 1.75L,19.99,Kilbrin Blended Irish Whiskey 750ml,16.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,,,,,
Dubliner Irish Whiskey 750ml,28.99,4.5,15,0,0,2,3,10,Kilbrin Blended Irish Whiskey 750ml,16.99,Kilbrin Irish Whiskey Sherry Cask 750ml,26.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Kavanagh Irish Whiskey 750ml,17.99,Luminar Mezcal Joven 750ml,29.99,"{'price': '4 reviews', 'smooth': '2 reviews'}",,5 out of 7 (71%) of reviewers would recommend this product to a friend.,5.0,71%
Dunville'S Three Crowns Sherry Finished Irish Whiskey 750ml,34.99,4.5,17,0,0,2,5,10,Grangestone Sherry Finish 750ml,26.99,ABK6 VSOP Cognac 750ml,34.99,Kavanagh Bordeaux Red Wine Cask Irish Whiskey 750ml,29.99,Kilbrin Irish Whiskey Sherry Cask 750ml,26.99,Shieldaig Speyside Single Malt 12Yr 750ml,34.99,"{'smooth': '4 reviews', 'price': '3 reviews'}",,12 out of 13 (92%) of reviewers would recommend this product to a friend.,12.0,92%
Kavanagh Toasted French Oak Finish Irish Whiskey 750ml,29.99,4.5,19,0,0,2,6,11,Kavanagh Bordeaux Red Wine Cask Irish Whiskey 750ml,29.99,Grangestone Bourbon Cask Finish Single Malt Scotch Whisky 750ml,26.99,Kavanagh Irish Whiskey 750ml,17.99,Kinsale BlackReserve Irish Whiskey 750ml,24.99,Grangestone Sherry Finish 750ml,26.99,"{'price': '3 reviews', 'satisfaction': '2 reviews'}",,11 out of 12 (92%) of reviewers would recommend this product to a friend.,11.0,92%
Balcones Single Malt Whiskey Cask Strength Barrel Select 750ml,83.99,4.5,13,1,0,1,0,11,Balcones True Blue Cask Strength Barrel Select 750ml,62.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Heaven's Door Cask Strength Single Barrel Bourbon Barrel Select 750ml,71.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,Dalmore 12 Year Sherry Cask Select 750ml,79.99,{'satisfaction': '2 reviews'},,10 out of 11 (91%) of reviewers would recommend this product to a friend.,10.0,91%
Leopold Bros Three Chamber Collectors Edition Rye Whiskey 750ml,259.99,5.0,1,0,0,0,0,1,Barrell Craft Spirits Gray Label Bourbon 15 Year 750ml,49.99,Grangestone 31 Yr Single Malt 750ml,99.99,"Quilceda Creek Cabernet Sauvignon Columbia Valley, 2017 750ml",99.99,"Quintessa Meritage, 2017 750ml",89.99,Chivas Royal Salute 21 Yr 750ml,79.99,,,,,
Tincup 10 Year American Whiskey 750ml,48.99,4.5,4,0,0,1,0,3,Chestnut Farms Bourbon 750ml,59.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,Russell's Reserve Single Barrel Barrel Select Bourbon 750ml,67.99,Redemption Wheated Bourbon 750ml,44.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,{'satisfaction': '2 reviews'},,1 out of 2 (50%) of reviewers would recommend this product to a friend.,1.0,50%
J. Seeds Apple Cider Whiskey 750ml,19.99,4.0,4,1,0,0,0,3,King's Creek Black Label Cider 750ml,14.99,Skatterbrain Dark Cherry Vanilla Whiskey 750ml,15.99,Stone 25th Anniversary Triple IPA 6pk-12oz Cans,15.99,"Courtney Benham Cabernet Terroir Selection, 2018 750ml",19.99,New Belgium Variety Pack 12pk-12oz Btls,16.99,,,,,
Wyoming Whiskey Bourbon 750ml,39.99,4.6,28,2,0,0,4,22,Bib & Tucker 6 Year Bourbon 750ml,52.99,Redemption Wheated Bourbon 750ml,44.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,"{'satisfaction': '6 reviews', 'enjoyment': '4 reviews'}",,14 out of 17 (82%) of reviewers would recommend this product to a friend.,14.0,82%
Bittermilk Smoked Honey Whiskey Sour 17oz,17.99,4.5,2,0,0,0,1,1,Bittermilk Bourbon Barrel-Aged Old Fashioned 8.5oz,16.99,The Shin Japanese Malt Whisky 750ml,59.99,Bittermilk New Orleans Rouge 8.5oz,16.99,Bittermilk Tom Collins w Elderflowers & Hops 17oz,16.99,Handy & Schiller Old Fashioned Cocktail 750ml,39.99,,,,,
Jim Beam Black Extra Aged Bourbon Whiskey 1.75l,34.49,4.7,289,5,3,10,48,223,Luxardo Maraschino Cherries 14.1oz,21.99,Redemption High Rye Bourbon 750ml,27.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"Mascota Vineyards Unanime Malbec , 2017 750ml",24.99,"{'satisfaction': '56 reviews', 'price': '34 reviews'}",,59 out of 67 (88%) of reviewers would recommend this product to a friend.,59.0,88%
Del Bac Dorado Mesquite Smoked Whiskey 750ml,59.99,4.3,13,1,0,1,3,8,Redemption Wheated Bourbon 750ml,44.99,Royal Tiger Indian Whisky 750ml,46.99,The Shin Japanese Malt Whisky 750ml,59.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,{'satisfaction': '5 reviews'},,6 out of 7 (86%) of reviewers would recommend this product to a friend.,6.0,86%
R&R Canadian 1.75l,9.99,4.7,28,0,0,2,4,22,Starr Blu Vodka Plastic 1.75L,14.99,Classic Club Canadian Whisky 1.75L,10.99,Tower Vodka 1.75L,19.99,Starr Blu Vodka 1.75L,14.99,Ellington Reserve 8 Year Canadian Whisky 750ml,14.99,"{'price': '6 reviews', 'enjoyment': '2 reviews'}",,10 out of 11 (91%) of reviewers would recommend this product to a friend.,10.0,91%
FEW Rye Whiskey 750ml,54.99,4.9,17,0,0,0,2,15,Redemption Rye Rum Cask Finish 750ml,44.99,Oregon Spirit Rye Whiskey 750ml,49.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,"{'price': '4 reviews', 'satisfaction': '3 reviews'}",,8 out of 8 (100%) of reviewers would recommend this product to a friend.,8.0,100
Orphan Barrel Copper Tongue 16 Year Bourbon Whiskey 750ml,129.99,5.0,2,0,0,0,0,2,Redemption High Rye Bourbon 750ml,27.99,,,,,,,"Chimney Rock Cabernet Stags Leap District, 2014 1.5L",99.99,,,,,
Kilbrin Blended Irish Whiskey 50ml,1.99,4.3,286,10,9,23,92,152,Topo Chico 1L,,Gosling's Stormy Ginger Beer 1L,,Perrier 750ml,,Master of Mixes Margarita Salt 8oz,,Volcano Lime Burst 6.7oz,,"{'price': '60 reviews', 'satisfaction': '34 reviews'}",,199 out of 230 (87%) of reviewers would recommend this product to a friend.,199.0,87%
Skrewball Peanut Butter Whiskey 1l,26.99,4.6,372,17,4,9,42,300,Shepherd's P'Nutty Peanut Butter Whiskey 750ml,16.99,,,,,,,Coastal Creek Peanut Butter Whiskey 750ml,21.99,"{'satisfaction': '58 reviews', 'enjoyment': '14 reviews'}","{'disappointing': '3 reviews', 'smell': '3 reviews'}",147 out of 166 (89%) of reviewers would recommend this product to a friend.,147.0,89%
Blackened American Whiskey 750ml,44.99,4.5,30,0,1,2,7,20,Bay Street Blended Whiskey 1.75L,13.99,,,,,,,El Padrino Blanco Tequila 750ml,22.99,"{'satisfaction': '4 reviews', 'enjoyment': '2 reviews'}",,14 out of 17 (82%) of reviewers would recommend this product to a friend.,14.0,82%
Gray'S Town American Whiskey 750ml,32.99,4.4,26,0,1,2,8,15,Redemption Bourbon Whiskey 750ml,27.99,1858 Red Blend 750ml,24.99,Agitator Bourbon Kentucky Straight Whiskey 750ml,29.99,Wolcott Kentucky Straight Bourbon 750ml,26.99,Black Ridge Bourbon 750ml,29.99,"{'satisfaction': '7 reviews', 'price': '5 reviews'}",,20 out of 22 (91%) of reviewers would recommend this product to a friend.,20.0,91%
Bernheim Original Wheat Whiskey 750ml,29.99,4.0,24,1,2,0,13,8,Luxardo Maraschino Cherries 14.1oz,21.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,El Padrino Blanco Tequila 750ml,22.99,Gray's Town American Whiskey 750ml,32.99,Redemption High Rye Bourbon 750ml,27.99,"{'price': '3 reviews', 'satisfaction': '3 reviews'}",,14 out of 16 (88%) of reviewers would recommend this product to a friend.,14.0,88%
Skrewball Peanut Butter Whiskey 50ml,2.99,4.6,372,17,4,9,42,300,Knight Gabriello Limoncello 50ml,,Rondel Brut Cava 187ml,,Rondel GOLD Brut Cava 187ml,,Penn's Best Non-Alcoholic Lager 6pk-12oz Cans,,Niagara Purified Water 24-16.9oz Btls,,"{'satisfaction': '58 reviews', 'enjoyment': '14 reviews'}","{'disappointing': '3 reviews', 'smell': '3 reviews'}",147 out of 166 (89%) of reviewers would recommend this product to a friend.,147.0,89%
JP Wiser'S 18 Year Canadian Whiskey 750ml,56.99,4.7,6,0,0,1,0,5,El Padrino Extra Anejo 750ml,69.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,De Margerie Grand Cru Brut 750ml,44.99,"Flowers Pinot Noir Sonoma Coast, 2018 750ml",46.99,{'lighting': '2 reviews'},,2 out of 3 (67%) of reviewers would recommend this product to a friend.,2.0,67%
Blackened American Whiskey 375ml,26.99,4.5,30,0,1,2,7,20,,,,,,,,,,,"{'satisfaction': '4 reviews', 'enjoyment': '2 reviews'}",,14 out of 17 (82%) of reviewers would recommend this product to a friend.,14.0,82%
Ambros Banana Whiskey 750ml,39.99,4.8,12,0,1,0,0,11,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,Salmon Sancerre Vieilles Vignes 750ml,32.99,"Amici Pinot Noir Russian River Valley, 2018 750ml",39.99,{'satisfaction': '2 reviews'},,7 out of 7 (100%) of reviewers would recommend this product to a friend.,7.0,100
Wellington Creek Straight Rye Whiskey 750ml,22.99,3.8,8,0,1,2,3,2,Riverboat Rye Whiskey 750ml,19.99,Paddleford Creek Small Batch Bourbon 750ml,22.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Kaniche Reserve Rum 750ml,16.99,Dunville's 1808 Irish Whiskey 750ml,17.99,,,,,
Westland American Single Malt Whiskey 750ml,59.99,4.0,3,0,1,0,0,2,Teeter-Totter Cabernet Sauvignon 750ml,74.99,"Sheridan L'Orage Yakima, 2017 750ml",69.99,Titus Cabernet Napa 750ml,54.99,El Tequileno Platinum Blanco Tequila 750ml,51.99,"DeLille Cellars D2, 2018 750ml",45.99,,,,,
Maker'S Mark Bourbon Whiskey With 2 Glasses Gift 750ml btl,22.99,4.0,9,2,0,0,1,6,Black Eagle Honey Bourbon 1.75L,19.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"Mascota Vineyards Unanime Malbec , 2017 750ml",24.99,Corona Extra 24-12oz Btls,26.99,,,,,
St George Single Malt Whiskey 750ml,93.99,5.0,4,0,0,0,0,4,Teeter-Totter Cabernet Sauvignon 750ml,74.99,Maker's Mark Bourbon Private Barrel Select 750ml,74.99,"Chappellet Cabernet Sauvignon Napa Signature, 2018 750ml",69.99,Macallan Rare Cask 750ml,59.99,Chivas Royal Salute 21 Yr 750ml,79.99,,,,,
Ole Smoky Tennessee Salty Caramel Whiskey 750ml,19.99,4.8,73,1,1,0,6,65,Ensign Red Salted Caramel 750ml,16.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Ellington Reserve Salted Caramel Whisky 750ml,13.99,TRULY Punch Variety Pack 12pk-12oz Cans,15.99,Skatterbrain PB&J Whiskey 750ml,18.99,{'satisfaction': '8 reviews'},,25 out of 29 (86%) of reviewers would recommend this product to a friend.,25.0,86%
Sheep Dog Peanut Butter Whiskey 750ml,16.49,4.6,67,2,1,2,11,51,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Shepherd's P'Nutty Peanut Butter Whiskey 750ml,16.99,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,Skatterbrain PB&J Whiskey 750ml,18.99,Ellington Reserve Salted Caramel Whisky 750ml,13.99,"{'satisfaction': '4 reviews', 'price': '2 reviews'}",,54 out of 58 (93%) of reviewers would recommend this product to a friend.,54.0,93%
Knob Creek Rye Whiskey 750ml,28.99,4.4,30,1,1,3,6,19,Redemption High Rye Bourbon 750ml,27.99,Redemption Rye 750ml,27.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"Mascota Vineyards Unanime Malbec , 2017 750ml",24.99,"{'satisfaction': '5 reviews', 'price': '3 reviews'}",,10 out of 12 (83%) of reviewers would recommend this product to a friend.,10.0,83%
Templeton Rye Whiskey 750ml,27.99,4.5,50,3,0,4,5,38,Redemption Rye 750ml,27.99,Redemption High Rye Bourbon 750ml,27.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,Corona Extra 24-12oz Btls,26.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"{'price': '12 reviews', 'satisfaction': '10 reviews'}",,24 out of 27 (89%) of reviewers would recommend this product to a friend.,24.0,89%
Redbreast 12 Yr Irish Whiskey 750ml,54.99,4.8,211,2,1,8,17,183,Kavanagh Irish Cream 1.75L,23.99,,,,,,,Kilbrin Blended Irish Whiskey 750ml,16.99,"{'satisfaction': '20 reviews', 'price': '15 reviews'}",,87 out of 96 (91%) of reviewers would recommend this product to a friend.,87.0,91%
Redneck Riviera Whiskey 750ml,22.99,4.5,26,1,2,1,2,20,Tower Vodka 1.75L,19.99,McFarlane's Reserve Kentucky Straight Bourbon 750ml,19.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,"Sextant Cabernet Sauvignon Paso Robles, 2018 750ml",18.99,Louis Bouillot Perle de Vigne Brut 750ml,19.99,{'price': '6 reviews'},,14 out of 15 (93%) of reviewers would recommend this product to a friend.,14.0,93%
King'S Creek Black Label Honey Whiskey 750ml,15.99,4.3,6,0,0,1,2,3,King's Creek Black Label Cider 750ml,14.99,King's Creek Black Label 4Yr Whiskey 750ml,15.99,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,Ensign Red Salted Caramel 750ml,16.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,,,,,
Kavanagh Irish Whiskey 1.75l,34.99,4.3,283,6,12,29,80,156,Kilbrin Blended Irish Whiskey 1.75L,34.99,Malloye Irish Whiskey 1.75L,36.99,Two Stars Bourbon 1.75L,36.99,Lonehand Whiskey 1.75L,23.99,Kavanagh Single Grain Irish Whisky 750ml,32.99,"{'price': '79 reviews', 'satisfaction': '37 reviews'}",{'thickness': '3 reviews'},191 out of 221 (86%) of reviewers would recommend this product to a friend.,191.0,86%
Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,4.3,22,2,0,1,6,13,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Skatterbrain Dark Cherry Vanilla Whiskey 750ml,15.99,Skatterbrain PB&J Whiskey 750ml,18.99,Skatterbrain Peanut Butter Cream Liqueur 750ml,13.99,Ensign Red Salted Caramel 750ml,16.99,,,,,
Jim Beam Devil'S Cut Bourbon Whiskey 1.75l,33.49,4.6,102,5,1,1,17,78,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,Corona Extra 24-12oz Btls,26.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,Heineken 24-12oz Btls,24.99,Corona Light 24-12oz Btls,26.99,"{'satisfaction': '26 reviews', 'price': '11 reviews'}",,17 out of 21 (81%) of reviewers would recommend this product to a friend.,17.0,81%
Ezra Brooks Rye Whiskey 750ml,15.99,4.6,19,0,0,2,4,13,Riverboat Rye Whiskey 750ml,19.99,Tower Vodka 1.75L,19.99,The American Plains Vodka 1.75L,18.99,Kaniche Reserve Rum 750ml,16.99,Darby's Reserve Rye Whiskey 750ml,21.99,{'price': '5 reviews'},,13 out of 14 (93%) of reviewers would recommend this product to a friend.,13.0,93%
Teeling Single Grain Irish Whiskey 750ml,34.99,4.7,19,0,1,0,3,15,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,De Margerie Grand Cru Brut 750ml,44.99,"Flowers Pinot Noir Sonoma Coast, 2018 750ml",46.99,"Domaine Drouhin Pinot Noir, 2018 750ml",44.99,Bib & Tucker 6 Year Bourbon 750ml,52.99,{'satisfaction': '6 reviews'},,14 out of 15 (93%) of reviewers would recommend this product to a friend.,14.0,93%
Skrewball Peanut Butter Whiskey 750ml,21.99,4.6,372,17,4,9,42,300,Tower Vodka 1.75L,19.99,Coastal Creek Peanut Butter Whiskey 750ml,21.99,Harvester Cabernet Sauvignon Paso Robles 750ml,19.99,Louis Bouillot Perle de Vigne Brut 750ml,19.99,"Courtney Benham Cabernet Terroir Selection, 2018 750ml",19.99,"{'satisfaction': '58 reviews', 'enjoyment': '14 reviews'}","{'disappointing': '3 reviews', 'smell': '3 reviews'}",147 out of 166 (89%) of reviewers would recommend this product to a friend.,147.0,89%
Ole Smoky Tenn Mango Habanero Whiskey 750ml,19.99,4.6,36,2,1,1,1,31,Skatterbrain PB&J Whiskey 750ml,18.99,TRULY Punch Variety Pack 12pk-12oz Cans,15.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Tower Vodka 1.75L,19.99,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,"{'sweet': '6 reviews', 'taste': '4 reviews'}",,17 out of 20 (85%) of reviewers would recommend this product to a friend.,17.0,85%
Ballotin Chocolate Whiskey 750ml,23.49,4.6,17,0,2,0,1,14,Luxardo Maraschino Cherries 14.1oz,21.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"Mascota Vineyards Unanime Malbec , 2017 750ml",24.99,Corona Extra 24-12oz Btls,26.99,{'mixing': '2 reviews'},,6 out of 7 (86%) of reviewers would recommend this product to a friend.,6.0,86%
Howler Head Kentucky Straight Bourbon Whiskey 750ml,21.49,4.8,14,0,0,1,1,12,Tower Vodka 1.75L,19.99,Corona Extra 24-12oz Btls,26.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,"Mascota Vineyards Unanime Malbec , 2017 750ml",24.99,,,,,
Tullamore Dew Irish Whiskey 1.75l,38.99,4.7,127,1,0,4,23,99,Kilbrin Blended Irish Whiskey 1.75L,34.99,Kavanagh Irish Whiskey 1.75L,34.99,Malloye Irish Whiskey 1.75L,36.99,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"{'satisfaction': '15 reviews', 'price': '12 reviews'}",,44 out of 47 (94%) of reviewers would recommend this product to a friend.,44.0,94%
Proper Twelve Irish Whiskey 1.75l,42.49,4.0,142,16,16,5,13,92,Bib & Tucker 6 Year Bourbon 750ml,52.99,"Amici Cabernet Sauvignon Napa, 2018 750ml",49.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,De Margerie Grand Cru Brut 750ml,44.99,El Padrino Blanco Tequila 1.75L,44.99,"{'satisfaction': '16 reviews', 'price': '15 reviews'}",,58 out of 90 (64%) of reviewers would recommend this product to a friend.,58.0,64%
Skatterbrain Dark Cherry Vanilla Whiskey 750ml,15.99,4.2,50,6,2,3,6,33,Skatterbrain Dark Chocolate Banana Whiskey 750ml,18.99,Skatterbrain Peanut Butter Whiskey 750ml,15.99,Skatterbrain PB&J Whiskey 750ml,18.99,Skatterbrain Peanut Butter Cream Liqueur 750ml,13.99,Ensign Red Salted Caramel 750ml,16.99,{'satisfaction': '6 reviews'},,33 out of 42 (79%) of reviewers would recommend this product to a friend.,33.0,79%
Teeling Small Batch Irish Whiskey 750ml,24.49,4.7,37,0,1,2,5,29,ABK6 VSOP Cognac 750ml,34.99,Redemption High Rye Bourbon 750ml,27.99,Kavanagh Irish Whiskey 1.75L,34.99,Kavanagh Toasted French Oak Finish Irish Whiskey 750ml,29.99,Dunville's Three Crowns Sherry Finished Irish Whiskey 750ml,34.99,"{'satisfaction': '10 reviews', 'price': '5 reviews'}",,19 out of 20 (95%) of reviewers would recommend this product to a friend.,19.0,95%
Slane Irish Whiskey 750ml,24.99,4.5,42,0,2,1,11,28,El Padrino Blanco Tequila 750ml,22.99,Kinsale BlackReserve Irish Whiskey 750ml,24.99,Kilbrin Irish Whiskey Sherry Cask 750ml,26.99,Redemption High Rye Bourbon 750ml,27.99,Kavanagh Toasted French Oak Finish Irish Whiskey 750ml,29.99,"{'price': '14 reviews', 'satisfaction': '4 reviews'}",,25 out of 28 (89%) of reviewers would recommend this product to a friend.,25.0,89%
Jameson Irish Whiskey 1l,31.99,4.8,591,7,7,14,52,511,"Silver Ghost Cabernet Sauvignon Napa Valley , 2018 750ml",39.99,1858 Cabernet Sauvignon Paso Robles 750ml,34.99,"Lloyd Chardonnay Carneros, 2019 750ml",39.99,Salmon Sancerre Vieilles Vignes 750ml,32.99,"Amici Pinot Noir Russian River Valley, 2018 750ml",39.99,"{'satisfaction': '12 reviews', 'price': '6 reviews'}",,114 out of 120 (95%) of reviewers would recommend this product to a friend.,114.0,95%
Ballotin Caramel Turtle Whiskey 750ml,21.99,4.8,16,1,0,0,0,15,Catch Fire Cinnamon Whisky 1.75L,18.99,Royale Orange 750ml,24.99,Redemption High Rye Bourbon 750ml,27.99,"Mascota Vineyards Unanime, 2017 750ml",24.99,1858 Red Blend 750ml,24.99,{'satisfaction': '3 reviews'},,7 out of 8 (88%) of reviewers would recommend this product to a friend.,7.0,88%
Tullamore Dew Irish Whiskey 750ml,18.99,4.7,127,1,0,4,23,99,Tower Vodka 1.75L,19.99,Kilbrin Blended Irish Whiskey 750ml,16.99,Luxardo Maraschino Cherries 14.1oz,21.99,Kavanagh Irish Whiskey 750ml,17.99,Malloye Irish Whiskey 750ml,19.99,"{'satisfaction': '15 reviews', 'price': '12 reviews'}",,44 out of 47 (94%) of reviewers would recommend this product to a friend.,44.0,94%
